MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,MedNhbdArea,Id,SalePrice
50,RM,56.0,9576,Pave,NONE,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,7,1945,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,Fa,TA,No,Rec,310.0,Unf,0.0,460.0,770.0,GasA,TA,Y,SBrkr,885,297,0,1182,0.0,0.0,1,1,3,1,TA,5,Typ,0,NONE,Detchd,1945.0,Unf,1.0,378.0,Fa,TA,Y,0,0,0,0,0,0,NONE,GdWo,NONE,0,5,2006,WD,Normal,1368.0,2787,10.4873
30,RM,48.0,5747,Pave,NONE,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,3,4,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,798.0,798.0,GasA,Gd,Y,SBrkr,840,0,0,840,0.0,0.0,1,0,2,1,Fa,5,Typ,0,NONE,Detchd,1938.0,Unf,1.0,250.0,TA,Fa,N,112,0,0,0,0,0,NONE,NONE,NONE,0,6,2006,WD,Normal,1368.0,2788,10.488808
75,RM,70.0,6300,Pave,NONE,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,7,6,1910,2005,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,1226.0,1226.0,GasA,Ex,Y,SBrkr,1226,878,0,2104,0.0,0.0,2,0,5,1,TA,9,Typ,0,NONE,Detchd,1910.0,Unf,2.0,432.0,Fa,TA,P,0,341,88,0,0,0,NONE,NONE,NONE,0,7,2006,WD,Normal,1368.0,2789,10.491304
90,RM,33.0,5976,Pave,NONE,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,Duplex,2Story,5,7,1920,1950,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,624.0,624.0,GasA,Gd,N,FuseA,624,624,0,1248,0.0,0.0,2,0,2,2,TA,8,Typ,0,NONE,NONE,1979.0,NONE,0.0,0.0,NONE,NONE,N,0,130,256,0,0,0,NONE,NONE,NONE,0,12,2006,WD,Normal,1368.0,2790,10.488934
20,RM,65.0,9750,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,5,1958,1958,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,960.0,960.0,GasA,Ex,Y,SBrkr,960,0,0,960,0.0,0.0,1,0,3,1,TA,5,Typ,0,NONE,Detchd,2002.0,Unf,2.0,624.0,TA,TA,Y,0,0,0,0,0,0,NONE,NONE,Gar2,4500,7,2006,WD,Normal,1368.0,2791,10.489953
50,C (all),63.0,4761,Pave,NONE,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Unf,3,3,1918,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Fa,Fa,BrkTil,TA,Fa,No,Unf,0.0,Unf,0.0,1020.0,1020.0,GasA,Fa,N,FuseP,1020,0,0,1020,0.0,0.0,1,0,2,1,Fa,5,Typ,0,NONE,NONE,1979.0,NONE,0.0,0.0,NONE,NONE,N,0,0,105,0,0,0,NONE,NONE,NONE,0,10,2006,ConLD,Normal,1153.5,2792,10.487931
70,RL,69.0,11737,Pave,NONE,IR1,Bnk,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,2Story,6,7,1924,1996,Gambrel,CompShg,BrkComm,Stucco,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,848.0,848.0,GasW,TA,N,SBrkr,1017,810,0,1827,0.0,0.0,1,0,2,1,TA,9,Typ,1,Gd,Detchd,1943.0,Unf,1.0,240.0,Fa,TA,Y,27,36,42,0,0,0,NONE,GdPrv,NONE,0,5,2006,WD,Normal,1277.5,2793,10.489299
50,RM,51.0,6120,Pave,NONE,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,3,5,1930,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,Gd,TA,CBlock,TA,TA,No,Rec,347.0,Unf,0.0,381.0,728.0,GasA,Ex,Y,SBrkr,728,434,0,1162,1.0,0.0,1,0,3,1,TA,6,Typ,0,NONE,Detchd,1930.0,Unf,1.0,258.0,Fa,Po,Y,0,24,0,0,0,0,NONE,NONE,NONE,0,11,2006,ConLI,Abnorml,1277.5,2794,10.487426
50,RM,51.0,6120,Pave,NONE,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,7,1930,1984,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,741.0,741.0,GasA,Gd,Y,SBrkr,741,583,0,1324,0.0,0.0,1,0,3,1,Gd,7,Typ,0,NONE,Detchd,1930.0,Unf,1.0,180.0,Fa,TA,Y,0,0,55,0,0,0,NONE,NONE,NONE,0,2,2006,WD,Normal,1277.5,2795,10.4887495
30,RL,50.0,11672,Pave,Pave,IR2,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,5,1925,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,816.0,816.0,GasA,TA,Y,FuseA,816,0,0,816,0.0,0.0,1,0,2,1,TA,4,Typ,0,NONE,Detchd,1925.0,Unf,1.0,210.0,Fa,Fa,N,168,0,112,0,0,0,NONE,NONE,NONE,0,7,2006,WD,Normal,1277.5,2796,10.488477
50,RM,90.0,33120,Pave,NONE,IR3,Lvl,AllPub,Inside,Gtl,OldTown,RRAn,Feedr,1Fam,1.5Fin,6,5,1962,1962,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1595.0,1595.0,GasA,TA,Y,SBrkr,1611,875,0,2486,0.0,0.0,2,0,5,1,TA,8,Typ,1,Gd,Detchd,1962.0,Unf,2.0,576.0,TA,TA,Y,0,0,0,0,0,0,NONE,NONE,NONE,0,10,2006,WD,Normal,1368.0,2797,10.491191
50,RM,60.0,10320,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,5,1924,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0.0,Unf,0.0,596.0,596.0,GasA,Po,Y,FuseF,834,596,0,1430,0.0,0.0,2,0,3,1,Fa,7,Typ,0,NONE,Detchd,1924.0,Unf,2.0,370.0,Fa,Fa,Y,218,0,0,0,210,0,NONE,NONE,NONE,0,10,2006,WD,Abnorml,1153.5,2798,10.488477
70,RM,60.0,7518,Pave,NONE,Reg,Lvl,AllPub,FR3,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,5,8,1910,2004,Gable,CompShg,AsbShng,Plywood,None,0.0,Fa,Gd,BrkTil,Fa,Fa,No,Unf,0.0,Unf,0.0,396.0,396.0,GasA,Gd,Y,SBrkr,665,665,0,1330,0.0,0.0,1,0,3,1,TA,7,Typ,0,NONE,Detchd,2001.0,Unf,1.0,390.0,TA,TA,N,0,72,45,0,0,0,NONE,MnPrv,NONE,0,7,2006,WD,Normal,1153.5,2799,10.49008
30,RM,50.0,9000,Pave,NONE,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,5,4,1919,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,610.0,610.0,GasA,Ex,N,FuseA,819,0,0,819,0.0,0.0,1,0,2,1,Gd,4,Typ,0,NONE,NONE,1979.0,NONE,0.0,0.0,NONE,NONE,N,0,0,0,0,0,0,NONE,NONE,NONE,0,9,2006,WD,Abnorml,1153.5,2800,10.488477
30,RM,60.0,7200,Pave,NONE,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,6,6,1930,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,BrkTil,TA,TA,No,LwQ,343.0,Unf,0.0,641.0,984.0,GasA,TA,Y,FuseF,984,0,0,984,0.0,0.0,1,0,3,1,TA,6,Typ,0,NONE,Detchd,1930.0,Unf,1.0,308.0,TA,TA,N,0,0,164,0,0,0,NONE,NONE,NONE,0,3,2006,ConLI,Family,1153.5,2801,10.486843
50,RL,82.0,12375,Pave,NONE,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1.5Fin,5,5,1951,1951,Gable,CompShg,HdBoard,HdBoard,Stone,41.0,TA,Fa,CBlock,TA,TA,No,BLQ,329.0,Unf,0.0,477.0,806.0,GasA,TA,Y,SBrkr,1081,341,0,1422,1.0,0.0,1,0,3,1,TA,7,Typ,1,TA,Detchd,1951.0,Unf,1.0,288.0,TA,TA,Y,0,0,0,0,0,0,NONE,GdWo,NONE,0,6,2006,WD,Normal,1034.0,2802,10.48701
90,RL,120.0,11136,Pave,NONE,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Feedr,Duplex,1Story,6,5,1964,1964,Gable,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1921.0,1921.0,GasA,TA,Y,SBrkr,1921,0,0,1921,0.0,0.0,2,0,4,2,TA,8,Typ,0,NONE,Detchd,1964.0,Unf,2.0,576.0,TA,TA,Y,0,180,0,0,0,0,NONE,NONE,NONE,0,7,2006,WD,Normal,1034.0,2803,10.492869
20,RL,100.0,21370,Pave,NONE,Reg,Lvl,AllPub,FR2,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1950,1950,Gable,CompShg,Wd Sdng,MetalSd,None,0.0,TA,TA,Slab,NONE,NONE,NONE,NONE,0.0,NONE,0.0,0.0,0.0,GasA,TA,Y,FuseA,1640,0,0,1640,0.0,0.0,1,0,3,1,TA,7,Min1,1,Gd,Attchd,1950.0,RFn,2.0,394.0,TA,TA,Y,0,0,225,0,0,0,NONE,NONE,Shed,600,6,2006,WD,Normal,1034.0,2804,10.489497
30,RL,55.0,8250,Pave,NONE,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,1935,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,Slab,NONE,NONE,NONE,NONE,0.0,NONE,0.0,0.0,0.0,GasA,TA,N,SBrkr,1032,0,0,1032,0.0,0.0,1,0,2,1,TA,6,Typ,1,TA,Detchd,1939.0,Unf,1.0,260.0,TA,TA,Y,0,0,121,0,0,0,NONE,NONE,NONE,0,6,2006,WD,Normal,1177.5,2805,10.487504
30,RL,50.0,5220,Pave,NONE,IR1,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1Story,5,3,1936,1950,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,830.0,830.0,GasA,Gd,Y,SBrkr,879,0,0,879,0.0,0.0,1,0,2,1,TA,4,Typ,0,NONE,Detchd,1936.0,Unf,1.0,180.0,TA,TA,P,0,108,0,0,0,0,NONE,NONE,NONE,0,1,2006,WD,Normal,1392.0,2806,10.488351
20,RL,50.0,5500,Pave,NONE,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1Story,7,5,2004,2004,Shed,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,Gd,Mn,GLQ,510.0,LwQ,373.0,190.0,1073.0,GasA,Ex,Y,SBrkr,1073,0,0,1073,1.0,0.0,2,0,2,1,TA,4,Typ,0,NONE,Detchd,2004.0,Unf,1.0,246.0,TA,TA,Y,0,120,0,0,0,0,NONE,NONE,NONE,0,5,2006,WD,Normal,1392.0,2807,10.489724
20,RL,68.0,11327,Pave,NONE,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1967,1967,Hip,CompShg,HdBoard,HdBoard,BrkFace,305.0,TA,TA,CBlock,TA,TA,Av,ALQ,779.0,Unf,0.0,285.0,1064.0,GasA,TA,Y,SBrkr,1064,0,0,1064,0.0,1.0,1,0,3,1,TA,6,Typ,1,TA,Attchd,1967.0,Unf,2.0,528.0,TA,TA,Y,314,48,0,0,0,0,NONE,NONE,NONE,0,6,2006,WD,Normal,1034.0,2808,10.490123
80,RL,80.0,10366,Pave,NONE,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,6,7,1964,1964,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,Gd,CBlock,TA,TA,Av,GLQ,456.0,Unf,0.0,456.0,912.0,GasA,TA,Y,SBrkr,934,0,0,934,0.0,1.0,1,0,2,1,TA,4,Typ,0,NONE,Attchd,1964.0,Unf,1.0,336.0,TA,TA,Y,77,0,0,0,0,0,NONE,GdPrv,Shed,500,7,2006,WD,Normal,1034.0,2809,10.487452
20,RL,75.0,9000,Pave,NONE,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1966,1966,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,773.0,Unf,0.0,286.0,1059.0,GasA,Gd,Y,SBrkr,1059,0,0,1059,1.0,0.0,1,0,3,1,TA,6,Typ,0,NONE,Attchd,1966.0,Fin,1.0,286.0,TA,TA,Y,0,88,0,0,0,0,NONE,GdWo,NONE,0,6,2006,WD,Abnorml,1034.0,2810,10.490109
20,RL,68.0,9535,Pave,NONE,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,HdBoard,HdBoard,BrkFace,450.0,TA,TA,CBlock,TA,TA,No,BLQ,194.0,LwQ,982.0,0.0,1176.0,GasA,TA,Y,SBrkr,1458,0,0,1458,1.0,0.0,1,1,3,1,TA,7,Typ,1,TA,Attchd,1967.0,Unf,2.0,512.0,TA,TA,Y,284,0,0,0,0,0,NONE,MnPrv,NONE,0,7,2006,WD,Normal,1034.0,2811,10.489487
80,RL,68.0,7176,Pave,NONE,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,6,6,1978,1978,Gable,CompShg,HdBoard,HdBoard,BrkFace,200.0,TA,TA,CBlock,TA,Gd,Gd,GLQ,794.0,Unf,0.0,166.0,960.0,GasA,Fa,Y,SBrkr,1040,0,0,1040,1.0,0.0,1,0,3,1,TA,6,Typ,1,Fa,Detchd,1979.0,Unf,2.0,616.0,TA,TA,Y,131,0,0,0,180,0,NONE,GdPrv,NONE,0,7,2006,WD,Normal,1034.0,2812,10.486278
90,RL,68.0,9662,Pave,NONE,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,5,4,1977,1977,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,1967.0,1967.0,GasA,TA,Y,SBrkr,1967,0,0,1967,0.0,0.0,2,0,6,2,TA,10,Typ,0,NONE,Attchd,1977.0,Fin,2.0,580.0,TA,TA,Y,170,0,0,0,0,0,NONE,NONE,NONE,0,8,2006,WD,Normal,1034.0,2813,10.491391
90,RL,75.0,8235,Pave,NONE,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,5,4,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,99.0,TA,TA,CBlock,TA,TA,No,Rec,483.0,Unf,0.0,1466.0,1949.0,GasA,TA,Y,SBrkr,1949,0,0,1949,0.0,0.0,2,0,6,2,TA,10,Typ,0,NONE,Attchd,1977.0,RFn,2.0,586.0,TA,TA,Y,32,0,0,0,0,0,NONE,NONE,NONE,0,5,2006,WD,Normal,1034.0,2814,10.489855
30,RL,68.0,17529,Pave,NONE,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1924,1950,Gable,CompShg,BrkFace,Wd Sdng,Stone,65.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,872.0,872.0,GasA,Fa,N,FuseF,872,0,0,872,0.0,0.0,1,0,2,1,Fa,5,Mod,1,Gd,Detchd,1924.0,Unf,1.0,322.0,Fa,Fa,N,0,0,116,0,0,0,NONE,NONE,NONE,0,4,2006,WD,Normal,1034.0,2815,10.488481
20,RL,68.0,20355,Pave,NONE,Reg,Low,AllPub,Inside,Mod,ClearCr,Norm,Norm,1Fam,1Story,7,6,1967,1967,Gable,Tar&Grv,Plywood,Plywood,BrkFace,123.0,TA,TA,CBlock,Gd,TA,Av,Rec,810.0,ALQ,826.0,229.0,1865.0,GasA,TA,Y,SBrkr,1830,0,0,1830,1.0,0.0,1,0,2,1,TA,6,Typ,2,Gd,Attchd,1967.0,Unf,2.0,521.0,TA,TA,Y,0,115,168,0,0,0,NONE,NONE,NONE,0,6,2006,WD,Normal,1687.5,2816,10.49053
20,RL,87.0,13050,Pave,NONE,Reg,Low,AllPub,Inside,Mod,ClearCr,Norm,Norm,1Fam,1Story,5,6,1963,1963,Flat,Tar&Grv,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,Gd,TA,Av,Rec,104.0,ALQ,850.0,46.0,1000.0,GasA,Ex,Y,SBrkr,1000,0,0,1000,1.0,0.0,1,0,1,1,TA,4,Typ,2,TA,Attchd,1993.0,Unf,2.0,575.0,TA,TA,Y,238,0,148,0,0,0,NONE,NONE,NONE,0,4,2006,WD,Normal,1687.5,2817,10.488208
85,RL,72.0,10820,Pave,NONE,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,SFoyer,5,7,1971,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,153.0,TA,TA,PConc,Gd,TA,Av,GLQ,535.0,Rec,159.0,88.0,782.0,GasA,Ex,Y,SBrkr,810,0,0,810,1.0,0.0,1,0,2,1,TA,4,Typ,0,NONE,Detchd,1973.0,Unf,2.0,576.0,TA,TA,Y,0,0,0,0,0,0,NONE,MnPrv,NONE,0,6,2006,WD,Normal,1034.0,2818,10.488319
150,RL,68.0,1700,Pave,NONE,Reg,HLS,AllPub,Inside,Gtl,ClearCr,Norm,Norm,Twnhs,1.5Fin,7,5,1980,1981,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,397.0,Unf,0.0,33.0,430.0,GasA,TA,Y,SBrkr,880,680,140,1700,1.0,0.0,2,1,2,1,Gd,7,Typ,0,NONE,Basment,1980.0,Fin,1.0,450.0,Gd,TA,Y,188,36,0,0,200,0,NONE,NONE,NONE,0,4,2006,WD,Normal,1687.5,2819,10.487104
20,RL,75.0,9375,Pave,NONE,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1954,1954,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Rec,799.0,Unf,0.0,168.0,967.0,GasA,Ex,Y,SBrkr,1350,0,0,1350,0.0,0.0,1,1,3,1,TA,6,Typ,1,Gd,Attchd,1954.0,RFn,2.0,504.0,TA,TA,Y,237,0,0,0,0,0,NONE,NONE,NONE,0,6,2006,WD,Normal,1177.5,2820,10.490227
50,RL,62.0,6488,Pave,NONE,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,5,1942,1950,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,LwQ,230.0,Unf,0.0,569.0,799.0,GasA,Ex,N,FuseA,799,351,0,1150,0.0,0.0,1,0,3,1,TA,6,Mod,2,TA,BuiltIn,1942.0,Unf,1.0,215.0,TA,TA,Y,264,0,0,0,0,0,NONE,NONE,NONE,0,3,2006,WD,Family,1177.5,2821,10.4872465
70,RL,114.0,19950,Pave,NONE,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,2Story,6,7,1928,1950,Gable,CompShg,WdShing,Plywood,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,672.0,672.0,GasA,Ex,Y,SBrkr,1337,672,0,2009,0.0,0.0,2,0,4,1,TA,8,Typ,2,Gd,2Types,1928.0,Unf,3.0,795.0,TA,TA,P,0,42,0,0,180,0,NONE,NONE,NONE,0,12,2006,WD,Normal,1177.5,2822,10.490142
75,RL,60.0,19800,Pave,NONE,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,2.5Unf,6,8,1935,1990,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Rec,425.0,Unf,0.0,1411.0,1836.0,GasA,Gd,Y,SBrkr,1836,1836,0,3672,0.0,0.0,3,1,5,1,Gd,7,Typ,2,Gd,Detchd,1993.0,Unf,2.0,836.0,TA,TA,Y,684,80,32,0,0,0,NONE,NONE,NONE,0,12,2006,WD,Normal,1177.5,2823,10.490559
80,RL,78.0,11679,Pave,NONE,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SLvl,5,5,1962,1962,Gable,CompShg,Plywood,Plywood,Stone,96.0,TA,TA,CBlock,TA,TA,Gd,ALQ,612.0,Rec,1164.0,0.0,1776.0,GasA,Ex,Y,SBrkr,1560,0,0,1560,0.0,1.0,2,0,3,1,TA,6,Min2,1,Fa,Attchd,1962.0,Fin,2.0,528.0,TA,TA,Y,453,253,144,0,0,0,NONE,MnPrv,NONE,0,5,2006,WD,Normal,1177.5,2824,10.49164
20,RL,80.0,12048,Pave,NONE,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,1952,2002,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,232.0,TA,TA,Slab,NONE,NONE,NONE,NONE,0.0,NONE,0.0,0.0,0.0,GasA,Gd,Y,SBrkr,1488,0,0,1488,0.0,0.0,1,0,3,1,TA,7,Typ,1,Ex,Attchd,2002.0,RFn,2.0,569.0,TA,TA,Y,0,189,36,0,348,0,NONE,NONE,NONE,0,4,2006,WD,Normal,1177.5,2825,10.486655
20,RL,70.0,10519,Pave,NONE,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,8,1955,1999,Hip,CompShg,MetalSd,MetalSd,Stone,164.0,TA,TA,CBlock,TA,TA,Mn,Unf,0.0,Unf,0.0,1057.0,1057.0,GasA,Gd,Y,SBrkr,1057,0,0,1057,0.0,1.0,1,0,3,1,Gd,6,Typ,0,NONE,Attchd,1955.0,Unf,1.0,288.0,TA,TA,Y,0,0,0,0,0,0,NONE,NONE,NONE,0,3,2006,WD,Normal,1177.5,2826,10.490465
50,RL,75.0,9525,Pave,NONE,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,5,1953,1953,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,468.0,Unf,0.0,532.0,1000.0,GasA,TA,Y,SBrkr,1068,541,0,1609,0.0,0.0,1,1,5,1,TA,7,Typ,0,NONE,Attchd,1953.0,Unf,1.0,305.0,Fa,TA,Y,0,0,0,0,0,0,NONE,NONE,NONE,0,7,2006,WD,Normal,1177.5,2827,10.488244
60,RL,88.0,12128,Pave,NONE,IR1,Bnk,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,4,1989,1989,Gable,CompShg,HdBoard,HdBoard,BrkFace,232.0,Gd,TA,CBlock,Gd,TA,No,ALQ,549.0,Unf,0.0,319.0,868.0,GasA,Ex,Y,SBrkr,1313,1246,0,2559,0.0,0.0,2,1,4,1,Ex,9,Typ,1,TA,Attchd,1989.0,RFn,2.0,506.0,TA,TA,Y,0,245,0,0,168,0,NONE,MnPrv,NONE,0,11,2006,WD,Abnorml,1537.5,2828,10.491407
90,RL,73.0,9069,Pave,NONE,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Duplex,SFoyer,6,8,1993,1993,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,Gd,PConc,Gd,TA,Av,LwQ,261.0,GLQ,1083.0,0.0,1344.0,GasA,Gd,Y,SBrkr,1440,0,0,1440,2.0,0.0,2,0,2,2,Gd,8,Typ,0,NONE,Attchd,1993.0,Unf,4.0,920.0,TA,TA,Y,288,0,0,0,0,0,NONE,NONE,NONE,0,4,2006,WD,Normal,1537.5,2829,10.488146
60,RL,133.0,11003,Pave,NONE,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1308.0,1308.0,GasA,Ex,Y,SBrkr,1308,568,0,1876,0.0,0.0,2,1,3,1,Gd,7,Typ,0,NONE,BuiltIn,2005.0,RFn,3.0,848.0,TA,TA,Y,0,40,0,0,0,0,NONE,NONE,NONE,0,7,2006,New,Partial,1546.0,2830,10.494573
20,RL,64.0,7488,Pave,NONE,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,393.0,Unf,0.0,815.0,1208.0,GasA,Ex,Y,SBrkr,1208,0,0,1208,0.0,0.0,2,0,2,1,Gd,6,Typ,0,NONE,Attchd,2005.0,RFn,2.0,632.0,TA,TA,Y,105,58,0,0,0,0,NONE,NONE,NONE,0,2,2006,WD,Abnorml,1546.0,2831,10.489925
20,RL,90.0,13377,Pave,NONE,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,1576.0,Unf,0.0,260.0,1836.0,GasA,Gd,Y,SBrkr,1846,0,0,1846,1.0,0.0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2006.0,RFn,2.0,495.0,TA,TA,Y,0,32,0,0,0,0,NONE,NONE,NONE,0,7,2006,New,Partial,1546.0,2832,10.492378
